caput_mortuum,Reddish Brown,#592720,89,39,32
cardinal,Red,#c41e3a,196,30,58
caribbean_green,Green,#0c9,0,204,153
carmine,Red,#960018,150,0,24
carmine_m_p,Red,#d70040,215,0,64
carmine_pink,Pink,#eb4c42,235,76,66
carmine_red,Red,#ff0038,255,0,56
carnation_pink,Pink,#ffa6c9,255,166,201
carnelian,Red,#b31b1b,179,27,27
carolina_blue,Blue,#99badd,153,186,221
carrot_orange,Orange,#ed9121,237,145,33
catalina_blue,Blue,#062a78,6,42,120
ceil,Blue,#92a1cf,146,161,207
celadon,Green,#ace1af,172,225,175
celadon_blue,Blue,#007ba7,0,123,167
celadon_green,Green,#2f847c,47,132,124
celeste_colour,Blue,#b2ffff,178,255,255
celestial_blue,Blue,#4997d0,73,151,208
cerise,Red,#de3163,222,49,99
cerise_pink,Pink,#ec3b83,236,59,131
cerulean,Blue,#007ba7,0,123,167
cerulean_blue,Blue,#2a52be,42,82,190
cerulean_frost,Blue,#6d9bc3,109,155,195
cg_blue,Blue,#007aa5,0,122,165
cg_red,Red,#e03c31,224,60,49
chamoisee,Brownish Yellow,#a0785a,160,120,90
champagne,Yellow,#fad6a5,250,214,165
charcoal,Gray,#36454f,54,69,79
charm_pink,Pink,#e68fac,230,143,172
chartreuse_traditional,Yellow-Green,#dfff00,223,255,0
chartreuse_web,Yellow-Green,#7fff00,127,255,0
cherry,Red,#de3163,222,49,99
cherry_blossom_pink,Pink,#ffb7c5,255,183,197
chestnut,Reddish Brown,#cd5c5c,205,92,92
china_pink,Pink,#de6fa1,222,111,161
china_rose,Red,#a8516e,168,81,110
chinese_red,Red,#aa381e,170,56,30
chocolate_traditional,Dark Brown,#7b3f00,123,63,0
chocolate_web,Dark Brown,#d2691e,210,105,30
chrome_yellow,Yellow,#ffa700,255,167,0
cinereous,Gray,#98817b,152,129,123
cinnabar,Red,#e34234,227,66,52
cinnamon,Brown,#d2691e,210,105,30
citrine,Yellow,#e4d00a,228,208,10
classic_rose,Pink,#fbcce7,251,204,231
cobalt,Blue,#0047ab,0,71,171
cocoa_brown,Dark Brown,#d2691e,210,105,30
coffee,Light Brown,#6f4e37,111,78,55
columbia_blue,Blue,#9bddff,155,221,255
congo_pink,Pink,#f88379,248,131,121
cool_black,Black,#002e63,0,46,99
cool_grey,Gray,#8c92ac,140,146,172
copper,Brown,#b87333,184,115,51
copper_crayola,Brown,#da8a67,218,138,103
copper_penny,Brown,#ad6f69,173,111,105
copper_red,Red,#cb6d51,203,109,81
copper_rose,Pink,#966,153,102,102
coquelicot,Red,#ff3800,255,56,0
coral,Orange,#ff7f50,255,127,80
coral_pink,Pink,#f88379,248,131,121
coral_red,Red,#ff4040,255,64,64
cordovan,Brown,#893f45,137,63,69
corn,Yellow,#fbec5d,251,236,93
cornell_red,Red,#b31b1b,179,27,27
cornflower_blue,Blue,#6495ed,100,149,237
cornsilk,Yellow,#fff8dc,255,248,220
cosmic_latte,Light Brown,#fff8e7,255,248,231
cotton_candy,Pink,#ffbcd9,255,188,217
cream,Light Brown,#fffdd0,255,253,208
crimson,Red,#dc143c,220,20,60
crimson_glory,Red,#be0032,190,0,50
cyan,Blue,#0ff,0,255,255
cyan_process,Blue,#00b7eb,0,183,235
daffodil,Yellow,#ffff31,255,255,49
dandelion,Blue,#f0e130,240,225,48
dark_blue,Dark Brown,#00008b,0,0,139
dark_brown,Dark Brown,#654321,101,67,33
dark_byzantium,Violet,#5d3954,93,57,84
dark_candy_apple_red,Red,#a40000,164,0,0
dark_cerulean,Blue,#08457e,8,69,126
dark_chestnut,Dark Brown,#986960,152,105,96
dark_coral,Red,#cd5b45,205,91,69
dark_cyan,Blue,#008b8b,0,139,139
dark_electric_blue,Blue,#536878,83,104,120
dark_goldenrod,Yellow,#b8860b,184,134,11
dark_gray,Gray,#a9a9a9,169,169,169
dark_green,Green,#013220,1,50,32
dark_imperial_blue,Blue,#00416a,0,65,106
dark_jungle_green,Green,#1a2421,26,36,33
dark_khaki,Light Brown,#bdb76b,189,183,107
dark_lava,Light Brown,#483c32,72,60,50
dark_lavender,Violet,#734f96,115,79,150
dark_magenta,Violet,#8b008b,139,0,139
dark_midnight_blue,Blue,#036,0,51,102
dark_olive_green,Green,#556b2f,85,107,47
dark_orange,Orange,#ff8c00,255,140,0
dark_orchid,Violet,#9932cc,153,50,204
dark_pastel_blue,Blue,#779ecb,119,158,203
dark_pastel_green,Green,#03c03c,3,192,60
dark_pastel_purple,Violet,#966fd6,150,111,214
dark_pastel_red,Red,#c23b22,194,59,34
dark_pink,Pink,#e75480,231,84,128
dark_powder_blue,Blue,#039,0,51,153
dark_raspberry,Violet,#872657,135,38,87
dark_red,Red,#8b0000,139,0,0
dark_salmon,Orange,#e9967a,233,150,122
dark_scarlet,Red,#560319,86,3,25
dark_sea_green,Green,#8fbc8f,143,188,143
dark_sienna,Brown,#3c1414,60,20,20
dark_slate_blue,Blue,#483d8b,72,61,139
dark_slate_gray,Gray,#2f4f4f,47,79,79
dark_spring_green,Green,#177245,23,114,69
dark_tan,Brown,#918151,145,129,81
dark_tangerine,Orange,#ffa812,255,168,18
dark_taupe,Light Brown,#483c32,72,60,50
dark_terra_cotta,Orange,#cc4e5c,204,78,92
dark_turquoise,Blue,#00ced1,0,206,209
dark_violet,Violet,#9400d3,148,0,211
dark_yellow,Yellow,#9b870c,155,135,12
dartmouth_green,Green,#00703c,0,112,60
davy_s_grey,Gray,#555,85,85,85
debian_red,Red,#d70a53,215,10,83
deep_carmine,Red,#a9203e,169,32,62
deep_carmine_pink,Pink,#ef3038,239,48,56
deep_carrot_orange,Orange,#e9692c,233,105,44
deep_cerise,Red,#da3287,218,50,135
deep_champagne,Light Brown,#fad6a5,250,214,165
deep_chestnut,Dark Brown,#b94e48,185,78,72
deep_coffee,Violet,#704241,112,66,65
deep_fuchsia,Green,#c154c1,193,84,193
deep_jungle_green,Violet,#004b49,0,75,73
deep_lilac,Magenta,#95b,153,85,187
deep_magenta,Magenta,#c0c,204,0,204
deep_peach,Orange,#ffcba4,255,203,164
deep_pink,Pink,#ff1493,255,20,147
deep_ruby,Red,#843f5b,132,63,91
deep_saffron,Yellow,#f93,255,153,51
deep_sky_blue,Blue,#00bfff,0,191,255
deep_tuscan_red,Red,#66424d,102,66,77
denim,Blue,#1560bd,21,96,189
desert,Brownish Yellow,#c19a6b,193,154,107
desert_sand,Light Brown,#edc9af,237,201,175
dim_gray,Gray,#696969,105,105,105
dodger_blue,Blue,#1e90ff,30,144,255
dogwood_rose,Pink,#d71868,215,24,104
dollar_bill,Green,#85bb65,133,187,101
drab,Brown,#967117,150,113,23
duke_blue,Blue,#00009c,0,0,156
earth_yellow,Yellow,#e1a95f,225,169,95
ebony,Dark Brown,#555d50,85,93,80
ecru,Light Brown,#c2b280,194,178,128
eggplant,Violet,#614051,97,64,81
eggshell,White,#f0ead6,240,234,214
egyptian_blue,Blue,#1034a6,16,52,166
electric_blue,Blue,#7df9ff,125,249,255
electric_crimson,Red,#ff003f,255,0,63
electric_cyan,Cyan,#0ff,0,255,255
electric_green,Green,#0f0,0,255,0
electric_indigo,Blue,#6f00ff,111,0,255
electric_lavender,Violet,#f4bbff,244,187,255
electric_lime,Green,#cf0,204,255,0
electric_purple,Violet,#bf00ff,191,0,255
electric_ultramarine,Blue,#3f00ff,63,0,255
electric_violet,Violet,#8f00ff,143,0,255
electric_yellow,Yellow,#ff0,255,255,0
emerald,Green,#50c878,80,200,120
english_lavender,Violet,#b48395,180,131,149
eton_blue,Blue,#96c8a2,150,200,162
fallow,Light Brown,#c19a6b,193,154,107
falu_red,Red,#801818,128,24,24
fandango,Pink,#b53389,181,51,137
fashion_fuchsia,Pink,#f400a1,244,0,161
fawn,Light Brown,#e5aa70,229,170,112
feldgrau,Green,#4d5d53,77,93,83
fern_green,Green,#4f7942,79,121,66
ferrari_red,Red,#ff2800,255,40,0
field_drab,Green,#6c541e,108,84,30
fire_engine_red,Red,#ce2029,206,32,41
firebrick,Red,#b22222,178,34,34
flame,Orange,#e25822,226,88,34
flamingo_pink,Pink,#fc8eac,252,142,172
flavescent,Yellow,#f7e98e,247,233,142
flax,Light Brown,#eedc82,238,220,130
floral_white,White,#fffaf0,255,250,240
fluorescent_orange,Orange,#ffbf00,255,191,0
fluorescent_pink,Pink,#ff1493,255,20,147
fluorescent_yellow,Yellow,#cf0,204,255,0
folly,Pink,#ff004f,255,0,79
forest_green_traditional,Green,#014421,1,68,33
forest_green_web,Green,#228b22,34,139,34
french_beige,Light Brown,#a67b5b,166,123,91
french_blue,Blue,#0072bb,0,114,187
french_lilac,Violet,#86608e,134,96,142
french_lime,Green,#cf0,204,255,0
french_raspberry,Red,#c72c48,199,44,72
french_rose,Pink,#f64a8a,246,74,138
fuchsia,Pink,#f0f,255,0,255
fuchsia_crayola,Pink,#c154c1,193,84,193
fuchsia_pink,Pink,#f7f,255,119,255
fuchsia_rose,Pink,#c74375,199,67,117
fulvous,Orange,#e48400,228,132,0
fuzzy_wuzzy,Brown,#c66,204,102,102
gainsboro,Gray,#dcdcdc,220,220,220
gamboge,Yellow,#e49b0f,228,155,15
ghost_white,White,#f8f8ff,248,248,255
ginger,Light Brown,#b06500,176,101,0
glaucous,Blue,#6082b6,96,130,182
glitter,Gray,#e6e8fa,230,232,250
gold_metallic,Yellow,#d4af37,212,175,55
gold_web_golden,Yellow,#ffd700,255,215,0
golden_brown,Brown,#996515,153,101,21
golden_poppy,Yellow,#fcc200,252,194,0
golden_yellow,Yellow,#ffdf00,255,223,0
goldenrod,Yellow,#daa520,218,165,32
granny_smith_apple,Green,#a8e4a0,168,228,160
gray,Gray,#808080,128,128,128
gray_asparagus,Gray,#465945,70,89,69
gray_html_css_gray,Gray,#808080,128,128,128
gray_x11_gray,Gray,#bebebe,190,190,190
green_color_wheel_x11_green,Green,#0f0,0,255,0
green_crayola,Green,#1cac78,28,172,120
green_html_css_green,Green,#008000,0,128,0
green_munsell,Green,#00a877,0,168,119
green_ncs,Green,#009f6b,0,159,107
green_pigment,Green,#00a550,0,165,80
green_ryb,Green,#66b032,102,176,50
green_yellow,Yellow Green,#adff2f,173,255,47
grullo,Light Brown,#a99a86,169,154,134
guppie_green,Green,#00ff7f,0,255,127
halay_be,Violet,#663854,102,56,84
han_blue,Blue,#446ccf,68,108,207
han_purple,Violet,#5218fa,82,24,250
hansa_yellow,Yellow,#e9d66b,233,214,107
harlequin,Green,#3fff00,63,255,0
harvard_crimson,Red,#c90016,201,0,22
harvest_gold,Yellow,#da9100,218,145,0
heart_gold,Yellow,#808000,128,128,0
heliotrope,Violet,#df73ff,223,115,255
hollywood_cerise,Pink,#f400a1,244,0,161
honeydew,White,#f0fff0,240,255,240
honolulu_blue,Blue,#007fbf,0,127,191
hooker_s_green,Green,#49796b,73,121,107
hot_magenta,Pink,#ff1dce,255,29,206
hot_pink,Pink,#ff69b4,255,105,180
hunter_green,Green,#355e3b,53,94,59
iceberg,Blue,#71a6d2,113,166,210
icterine,Yellow,#fcf75e,252,247,94
imperial_blue,Blue,#002395,0,35,149
inchworm,Green,#b2ec5d,178,236,93
india_green,Green,#138808,19,136,8
indian_red,Red,#cd5c5c,205,92,92
indian_yellow,Yellow,#e3a857,227,168,87
indigo,Violet,#6f00ff,111,0,255
indigo_dye,Violet,#00416a,0,65,106
indigo_web,Violet,#4b0082,75,0,130
international_klein_blue,Blue,#002fa7,0,47,167
international_orange_aerospace,Orange,#ff4f00,255,79,0
international_orange_engineering,Orange,#ba160c,186,22,12
international_orange_golden_gate_bridge,Orange,#c0362c,192,54,44
iris,Violet,#5a4fcf,90,79,207
isabelline,Light Brown,#f4f0ec,244,240,236
islamic_green,Green,#009000,0,144,0
ivory,White,#fffff0,255,255,240
jade,Green,#00a86b,0,168,107
jasmine,Yellow,#f8de7e,248,222,126
jasper,Red,#d73b3e,215,59,62
jazzberry_jam,Pink,#a50b5e,165,11,94
jet,Black,#343434,52,52,52
jonquil,Yellow,#fada5e,250,218,94
june_bud,Green,#bdda57,189,218,87
jungle_green,Green,#29ab87,41,171,135
kelly_green,Green,#4cbb17,76,187,23
kenyan_copper,Red,#7c1c05,124,28,5
khaki_html_css_khaki,Light Brown,#c3b091,195,176,145
khaki_x11_light_khaki,Light Brown,#f0e68c,240,230,140
ku_crimson,Red,#e8000d,232,0,13
la_salle_green,Green,#087830,8,120,48
languid_lavender,Violet,#d6cadd,214,202,221
lapis_lazuli,Blue,#26619c,38,97,156
laser_lemon,Yellow,#fefe22,254,254,34
laurel_green,Green,#a9ba9d,169,186,157
lava,Red,#cf1020,207,16,32
lavender_blue,Blue,#ccf,204,204,255
lavender_blush,Pink,#fff0f5,255,240,245
lavender_floral,Violet,#b57edc,181,126,220
lavender_gray,Gray,#c4c3d0,196,195,208
lavender_indigo,Violet,#9457eb,148,87,235
lavender_magenta,Violet,#ee82ee,238,130,238
lavender_mist,Violet,#e6e6fa,230,230,250
lavender_pink,Pink,#fbaed2,251,174,210
lavender_purple,Violet,#967bb6,150,123,182
lavender_rose,Pink,#fba0e3,251,160,227
lavender_web,Violet,#e6e6fa,230,230,250
lawn_green,Green,#7cfc00,124,252,0
lemon,Yellow,#fff700,255,247,0
lemon_chiffon,Yellow,#fffacd,255,250,205
lemon_lime,Green,#e3ff00,227,255,0
licorice,Black,#1a1110,26,17,16
light_apricot,Orange,#fdd5b1,253,213,177
light_blue,Blue,#add8e6,173,216,230
light_brown,Brown,#b5651d,181,101,29
light_carmine_pink,Pink,#e66771,230,103,113
light_coral,Orange,#f08080,240,128,128
light_cornflower_blue,Blue,#93ccea,147,204,234
light_crimson,Red,#f56991,245,105,145
light_cyan,Blue,#e0ffff,224,255,255
light_fuchsia_pink,Pink,#f984ef,249,132,239
light_goldenrod_yellow,Yellow,#fafad2,250,250,210
light_gray,Gray,#d3d3d3,211,211,211
light_green,Green,#90ee90,144,238,144
light_khaki,Light Brown,#f0e68c,240,230,140
light_pastel_purple,Violet,#b19cd9,177,156,217
light_pink,Pink,#ffb6c1,255,182,193
light_red_ochre,Red,#e97451,233,116,81
light_salmon,Orange,#ffa07a,255,160,122
light_salmon_pink,Pink,#f99,255,153,153
light_sea_green,Green,#20b2aa,32,178,170
light_sky_blue,Blue,#87cefa,135,206,250
light_slate_gray,Gray,#789,119,136,153
light_taupe,Gray,#b38b6d,179,139,109
light_thulian_pink,Pink,#e68fac,230,143,172
light_yellow,Yellow,#ffffe0,255,255,224
lilac,Violet,#c8a2c8,200,162,200
lime_color_wheel,Green,#bfff00,191,255,0
lime_green,Green,#32cd32,50,205,50
lime_web_x11_green,Green,#0f0,0,255,0
limerick,Green,#9dc209,157,194,9
lincoln_green,Green,#195905,25,89,5
linen,Light Brown,#faf0e6,250,240,230
lion,Dark Brown,#c19a6b,193,154,107
little_boy_blue,Blue,#6ca0dc,108,160,220
liver,Brown,#534b4f,83,75,79
lust,Red,#e62020,230,32,32
magenta,Violet,#f0f,255,0,255
magenta_dye,Violet,#ca1f7b,202,31,123
magenta_process,Violet,#ff0090,255,0,144
magic_mint,Green,#aaf0d1,170,240,209
magnolia,White,#f8f4ff,248,244,255
mahogany,Red,#c04000,192,64,0
maize,Yellow,#fbec5d,251,236,93
majorelle_blue,Blue,#6050dc,96,80,220
malachite,Green,#0bda51,11,218,81
manatee,Gray,#979aaa,151,154,170
mango_tango,Orange,#ff8243,255,130,67
mantis,Green,#74c365,116,195,101
mardi_gras,Violet,#880085,136,0,133
maroon_crayola,Red,#c32148,195,33,72
maroon_html_css,Red,#800000,128,0,0
maroon_x11,Red,#b03060,176,48,96
mauve,Violet,#e0b0ff,224,176,255
mauve_taupe,Light brown,#915f6d,145,95,109
mauvelous,Pink,#ef98aa,239,152,170
maya_blue,Blue,#73c2fb,115,194,251
meat_brown,Brown,#e5b73b,229,183,59
medium_aquamarine,Green,#6da,102,221,170
medium_blue,Blue,#0000cd,0,0,205
medium_candy_apple_red,Red,#e2062c,226,6,44
medium_carmine,Red,#af4035,175,64,53
medium_champagne,Light Brown,#f3e5ab,243,229,171
medium_electric_blue,Blue,#035096,3,80,150
medium_jungle_green,Green,#1c352d,28,53,45
medium_lavender_magenta,Violet,#dda0dd,221,160,221
medium_orchid,Violet,#ba55d3,186,85,211
medium_persian_blue,Blue,#0067a5,0,103,165
medium_purple,Violet,#9370db,147,112,219
medium_red_violet,Violet,#bb3385,187,51,133
medium_ruby,Red,#aa4069,170,64,105
medium_sea_green,Green,#3cb371,60,179,113
medium_slate_blue,Blue,#7b68ee,123,104,238
medium_spring_bud,Green,#c9dc87,201,220,135
medium_spring_green,Green,#00fa9a,0,250,154
medium_taupe,Brown,#674c47,103,76,71
medium_turquoise,Blue,#48d1cc,72,209,204
medium_tuscan_red,Red,#79443b,121,68,59
medium_vermilion,Orange,#d9603b,217,96,59
medium_violet_red,Red,#c71585,199,21,133
mellow_apricot,Orange,#f8b878,248,184,120
mellow_yellow,Yellow,#f8de7e,248,222,126
melon,Orange,#fdbcb4,253,188,180
midnight_blue,Blue,#191970,25,25,112
midnight_green_eagle_green,Green,#004953,0,73,83
mikado_yellow,Yellow,#ffc40c,255,196,12
mint,Green,#3eb489,62,180,137
mint_cream,White,#f5fffa,245,255,250
mint_green,Green,#98ff98,152,255,152
misty_rose,Pink,#ffe4e1,255,228,225
moccasin,Yellow,#faebd7,250,235,215
mode_beige,Light Brown,#967117,150,113,23
moonstone_blue,Blue,#73a9c2,115,169,194
mordant_red_19,Red,#ae0c00,174,12,0
moss_green,Green,#addfad,173,223,173
mountain_meadow,Green,#30ba8f,48,186,143
mountbatten_pink,Pink,#997a8d,153,122,141
msu_green,Green,#18453b,24,69,59
mulberry,Violet,#c54b8c,197,75,140
mustard,Yellow,#ffdb58,255,219,88
myrtle,Green,#21421e,33,66,30
nadeshiko_pink,Pink,#f6adc6,246,173,198
napier_green,Green,#2a8000,42,128,0
naples_yellow,Yellow,#fada5e,250,218,94
navajo_white,Yellow,#ffdead,255,222,173
navy_blue,Blue,#000080,0,0,128
neon_carrot,Orange,#ffa343,255,163,67
neon_fuchsia,Pink,#fe4164,254,65,100
neon_green,Green,#39ff14,57,255,20
new_york_pink,Pink,#d7837f,215,131,127
non_photo_blue,Blue,#a4dded,164,221,237
north_texas_green,Green,#059033,5,144,51
ocean_boat_blue,Blue,#0077be,0,119,190
ochre,Yellow,#c72,204,119,34
office_green,Green,#008000,0,128,0
old_gold,Yellow,#cfb53b,207,181,59
old_lace,White,#fdf5e6,253,245,230
old_lavender,Violet,#796878,121,104,120
old_mauve,Violet,#673147,103,49,71
old_rose,Pink,#c08081,192,128,129
olive,Green,#808000,128,128,0
olive_drab_7,Green,#3c341f,60,52,31
olive_drab_web_olive_drab_3,Green,#6b8e23,107,142,35
olivine,Green,#9ab973,154,185,115
onyx,Black,#353839,53,56,57
opera_mauve,Violet,#b784a7,183,132,167
orange_color_wheel,Orange,#ff7f00,255,127,0
orange_peel,Orange,#ff9f00,255,159,0
orange_red,Red,#ff4500,255,69,0
orange_ryb,Orange,#fb9902,251,153,2
orange_web_color,Orange,#ffa500,255,165,0
orchid,Violet,#da70d6,218,112,214
otter_brown,Brown,#654321,101,67,33
ou_crimson_red,Red,#900,153,0,0
outer_space,Gray,#414a4c,65,74,76
outrageous_orange,Orange,#ff6e4a,255,110,74
oxford_blue,Blue,#002147,0,33,71
pakistan_green,Green,#060,0,102,0
palatinate_blue,Blue,#273be2,39,59,226
palatinate_purple,Violet,#682860,104,40,96
pale_aqua,Blue,#bcd4e6,188,212,230
pale_blue,Blue,#afeeee,175,238,238
pale_brown,Light Brown,#987654,152,118,84
pale_carmine,Red,#af4035,175,64,53
pale_cerulean,Blue,#9bc4e2,155,196,226
pale_chestnut,Red,#ddadaf,221,173,175
pale_copper,Orange,#da8a67,218,138,103
pale_cornflower_blue,Blue,#abcdef,171,205,239
pale_gold,Yellow,#e6be8a,230,190,138
pale_goldenrod,Yellow,#eee8aa,238,232,170
pale_green,Green,#98fb98,152,251,152
pale_lavender,Violet,#dcd0ff,220,208,255
pale_magenta,Violet,#f984e5,249,132,229
pale_pink,Pink,#fadadd,250,218,221
pale_plum,Violet,#dda0dd,221,160,221
pale_red_violet,Violet,#db7093,219,112,147
pale_robin_egg_blue,Blue,#96ded1,150,222,209
pale_silver,Gray,#c9c0bb,201,192,187
pale_spring_bud,Green,#ecebbd,236,235,189
pale_taupe,Light Brown,#bc987e,188,152,126
pale_violet_red,Pink,#db7093,219,112,147
pansy_purple,Violet,#78184a,120,24,74
papaya_whip,Yellow,#ffefd5,255,239,213
paris_green,Green,#50c878,80,200,120
pastel_blue,Blue,#aec6cf,174,198,207
pastel_brown,Light Brown,#836953,131,105,83
pastel_gray,Gray,#cfcfc4,207,207,196
pastel_green,Green,#7d7,119,221,119
pastel_magenta,Violet,#f49ac2,244,154,194
pastel_orange,Orange,#ffb347,255,179,71
pastel_pink,Pink,#dea5a4,222,165,164
pastel_purple,Violet,#b39eb5,179,158,181
pastel_red,Red,#ff6961,255,105,97
pastel_violet,Violet,#cb99c9,203,153,201
pastel_yellow,Yellow,#fdfd96,253,253,150
patriarch,Violet,#800080,128,0,128
payne_s_grey,Gray,#536878,83,104,120
peach,Orange,#ffe5b4,255,229,180
peach_crayola,Orange,#ffcba4,255,203,164
peach_orange,Orange,#fc9,255,204,153
peach_puff,Orange,#ffdab9,255,218,185
peach_yellow,Yellow,#fadfad,250,223,173
pear,Green,#d1e231,209,226,49
pearl,White,#eae0c8,234,224,200
pearl_aqua,Blue,#88d8c0,136,216,192
pearly_purple,Violet,#b768a2,183,104,162
peridot,Green,#e6e200,230,226,0
periwinkle,Blue,#ccf,204,204,255
persian_blue,Blue,#1c39bb,28,57,187
persian_green,Green,#00a693,0,166,147
persian_indigo,Violet,#32127a,50,18,122
persian_orange,Orange,#d99058,217,144,88
persian_pink,Pink,#f77fbe,247,127,190
persian_plum,Violet,#701c1c,112,28,28
persian_red,Red,#c33,204,51,51
persian_rose,Pink,#fe28a2,254,40,162
persimmon,Orange,#ec5800,236,88,0
peru,Brown,#cd853f,205,133,63
phlox,Violet,#df00ff,223,0,255
phthalo_blue,Blue,#000f89,0,15,137
phthalo_green,Green,#123524,18,53,36
